"Input","Target","Progression"
"She's in a stable condition right now, but we need to run further tests.","Stable. She's been stable for days, shouldn't she be improving by now","N"
"The tests will help us get a clearer picture of what's going on.","Every day it's more tests, more waiting, where are the answers","I"
"I understand you're anxious, we're doing our best to get you those answers.","Anxious. I'm beyond anxious, I'm furious. This is agonizingly slow","I"
"We'll have the results soon, and we'll discuss them with you immediately.","Soon isn't good enough. I need to know what's happening, now","I"
"Once we have the results, we'll be able to make a more informed decision about her treatment.","That's what you said yesterday, and the day before. I need more than just words","I"
"He's not responding to the treatment as we'd hoped.","What do you mean he's not responding. What's the next step then","N"
"We're going to try a different medication, one that might be more effective.","Might be. There's no time for 'might be', this is serious","I"
"It's a strong medication, but we believe it's the best option right now.","Every option has failed so far, how can. I trust this will be any different","I"
"We understand your worry, we're doing everything we can to help him.","Help him. This isn't helping, this is just prolonging the agony","I"
"We're closely monitoring his progress, and we're hopeful this will make a difference.","Hopeful. Hope isn't going to cut it, I need results","I"
"There's been some internal bleeding, but we're managing it.","Internal bleeding. Why wasn't. I told this sooner. This is unbelievable","I"
"We discovered it recently, and we've taken steps to control it.","Control it. What does that even mean. Give me specifics","I"
"We're monitoring her closely, and we're confident we can stop further bleeding.","Confident. How can you be confident when everything is going wrong","I"
"We're using the best methods available to us, and she's responding well so far.","Responding well. She's bleeding internally. How is that 'responding well'","I"
"We're doing everything we can to ensure her safety and recovery.","Everything. This doesn't feel like everything. It feels like. I'm being kept in the dark","I"
