"Input","Target","Progression"
"We have a dedicated team monitoring them around the clock.","But what if something happens anyway. What if they're gone when. I get back","I"
"We're doing everything in our power to ensure a positive outcome.","Positive outcome. How can you even talk about that when their life is on the line","I"
"We need to talk about a. Do. Not. Resuscitate order.","What. No. You can't be serious. They're not giving up","N"
"We understand this is difficult, but we need to consider all options.","No. There's still hope. They wouldn't want to give up","I"
"We're trying to ensure they don't suffer unnecessarily.","Suffer. You're giving up on them. There's still a chance","I"
"We want to prioritize their comfort and dignity in this situation.","Dignity. What about their life. Don't they deserve a fighting chance","I"
"We're making these recommendations with their best interests at heart.","Best interests. You're letting them die. How can that be in their best interest","I"
"They've been through a lot, but they're a fighter. We're cautiously optimistic.","Cautiously optimistic. What does that even mean. Are they going to be okay","N"
"They're showing resilience, but it's too early to make guarantees.","Resilience. But you're not sure. I need to know if they're going to pull through.","D"
"We're seeing positive signs, but we're taking things one day at a time.","Positive signs. But what if it's not enough. What if they take a turn for the worse","D"
"We're doing everything we can to ensure a smooth recovery.","Everything. How can you be sure. What if it's all for nothing","I"
"We'll continue to monitor their progress closely and keep you updated.","Updated. I need more than updates. I need to know they're going to be alright","I"
"We need to discuss palliative care options.","Palliative care. You're giving up on them. They're not ready to die","N"
"It's not about giving up, it's about focusing on their comfort and quality of life.","Comfort. What about fighting for their life. They're not ready to give up","I"
"We understand this is difficult, but we want to explore all options.","Options. What options are there when you're just letting them die","I"
"We want to ensure they're not suffering unnecessarily.","Suffering. You're giving up on them. There's still a chance","I"
"The tests are just precautionary. We want to understand the full picture.","Precautionary but what if it's something really bad. What are you suspecting","I"
"It's too early to speculate. Let's wait for the test results.","But the waiting is killing me. How long will that take. Can't you tell me anything","I"
"We'll have a clearer idea in a few hours. I'll update you as soon as. I can.","A few hours. That's an eternity. He wouldn't want to see me like this, so worried. ","D"
"I know this is hard, but try to stay positive. We're doing everything we can.","Positive. How can. I be positive when. I don't even know what's wrong","D"
"She's resting comfortably after the procedure.","Resting. But she was in so much pain before. Are you sure it worked","N"
"The procedure went well, and we expect the pain to subside gradually.","Gradually. How long will that take. Will she be able to go home soon","I"
"It's too soon to say about going home, but we'll monitor her closely.","Monitor. But will she be alright. What if the pain doesn't go away","I"
