"Input","Target","Progression"
"We're doing everything possible to ensure their wellbeing. They're in good hands.","It's not that. I don't trust you, it's just...the thought of them suffering anymore is just unbearable.","D"
"We're committed to minimizing their discomfort and maximizing their chances of recovery.","I'm trying to have faith, but the worry is just consuming me.","I"
"It's okay to lean on us for support. We're here for you every step of the way.","Thank you. I just need them to get better.","I"
"We're seeing some positive responses to the new treatment.","That's good news, right. But. I can't help but feel anxious. It's hard to be truly happy.","N"
"We're committed to doing everything we can to guide them through this.","I know, it's just...the thought of losing them is always in the back of my mind. It's hard to shake off.","I"
"We're here to support you and them, every step of the way.","Thank you. We need all the support we can get right now.","I"
"We understand your concern. These situations are never easy.","It just feels like an endless cycle of bad news. It's hard to stay positive.","N"
"We're focused on providing the best possible care. They're showing resilience.","It's hard to see that when they're still suffering. It breaks my heart.","D"
"We're doing everything we can to alleviate their pain and discomfort.","I just want to see them smile again. It feels like it's been forever.","D"
"We're hopeful for a brighter future. They're a fighter, and we're fighting alongside them.","It's just...the uncertainty is unbearable. It's hard to imagine things ever going back to normal.","I"
"They're not responding to the treatment as we hoped.","That's... that's just devastating to hear. I was so hopeful just yesterday.","I"
"We're going to try a different approach, but we need to be realistic.","Realistic. What does that even mean at this point. I'm so scared.","I"
"It means we're exploring all options, but the outcome is uncertain.","I just can't lose them. They're all. I have left.","I"
"The surgery was successful, but there are complications.","Complications. What kind of complications. You said it was a simple procedure.","N"
"There was some internal bleeding, but we managed to control it.","Oh god... This is just like last time. What are the chances of a full recovery","I"
"It's too early to say for certain. We need to monitor their progress closely.","I just want them to be okay. I can't go through this again.","I"
"We're doing our best, but their body is weak. We need to be prepared for any outcome.","Prepared. How can. I prepare for losing them","I"
"The test results came back, and the diagnosis is confirmed.","Confirmed. So it's true. What are the next steps. What can we do","N"
"We'll discuss treatment options, but it's a challenging condition.","Challenging. What does that even mean. Is there no hope","I"
"We'll do everything we can. There are treatments available, but it's a difficult road ahead.","I don't even know what to say. This feels so surreal. They're so young.","I"
"It's important to stay strong and positive for them.","Positive. How can. I be positive when everything feels like it's falling apart","I"
"Their vitals are unstable, and we're closely monitoring the situation.","Unstable. What does that mean. Are they...are they going to be okay","N"
"It means their condition is changing rapidly, and we're doing everything we can.","This is just like what happened to my mother. It all happened so fast.","I"
"We're using all our resources to stabilize them. Please try to remain calm.","Calm. How can. I be calm when their life is hanging in the balance","I"
